Data Actual Time,Latitude,Longitude
2022-03-25 11:12:24,27.680695,85.3174116
2022-03-25 11:12:34,27.68042,85.3173049
2022-03-25 11:12:54,27.680415,85.3173049
2022-03-25 11:12:54,27.680415,85.3173049
2022-03-25 11:13:03,27.68024,85.3172383
2022-03-25 11:13:14,27.6797966,85.3170466
2022-03-25 11:13:31,27.6789316,85.3166899
2022-03-25 11:13:37,27.678635,85.3165666
2022-03-25 11:13:45,27.6781383,85.3163749
2022-03-25 11:13:54,27.6778033,85.3162699
2022-03-25 11:14:14,27.6778049,85.3162733
2022-03-25 11:14:29,27.6777599,85.3162916
2022-03-25 11:14:47,27.6771933,85.3162699
2022-03-25 11:15:04,27.6763283,85.3159133
2022-03-25 11:15:07,27.676285,85.3159016
2022-03-25 11:15:27,27.6762916,85.3159016
2022-03-25 11:15:32,27.6762383,85.3158883
2022-03-25 11:15:50,27.675615,85.3156166
2022-03-25 11:16:10,27.6749916,85.3150266
2022-03-25 11:16:14,27.6749566,85.31499
2022-03-25 11:16:24,27.674755,85.314805
2022-03-25 11:16:33,27.6743216,85.3145316
2022-03-25 11:16:50,27.6733916,85.3141566
2022-03-25 11:16:57,27.6730716,85.31399
2022-03-25 11:17:02,27.67277,85.3138983
2022-03-25 11:17:04,27.6726866,85.3139083
2022-03-25 11:17:06,27.67262,85.3139666
2022-03-25 11:17:10,27.6725466,85.3141616
2022-03-25 11:17:23,27.6723533,85.3152283
2022-03-25 11:17:29,27.6723016,85.3155466
2022-03-25 11:17:31,27.6722933,85.3155783
2022-03-25 11:17:51,27.6722866,85.315585
2022-03-25 11:17:53,27.6722583,85.3156416
2022-03-25 11:17:57,27.6722166,85.3158
2022-03-25 11:18:03,27.6721566,85.3162183
2022-03-25 11:18:08,27.672055,85.3166166
2022-03-25 11:18:11,27.6720216,85.3167066
2022-03-25 11:18:21,27.6719983,85.3169233
2022-03-25 11:18:27,27.672,85.31706
2022-03-25 11:18:32,27.671985,85.3172633
2022-03-25 11:18:36,27.6719416,85.3175266
2022-03-25 11:18:44,27.6718033,85.3180816
2022-03-25 11:19:03,27.6714666,85.3190733
2022-03-25 11:19:22,27.6710216,85.3199916
2022-03-25 11:19:41,27.6705733,85.320925
2022-03-25 11:19:46,27.67044,85.321175
2022-03-25 11:20:00,27.6699516,85.321835
2022-03-25 11:20:10,27.66954,85.3219783
2022-03-25 11:20:14,27.6693183,85.321985
2022-03-25 11:20:19,27.6691483,85.321925
2022-03-25 11:20:39,27.668955,85.3218833
2022-03-25 11:20:59,27.668885,85.3218766
2022-03-25 11:21:19,27.6687583,85.3218266
2022-03-25 11:21:39,27.6686133,85.3217866
2022-03-25 11:21:59,27.6684766,85.3217116
2022-03-25 11:22:13,27.6682716,85.3217083
2022-03-25 11:22:22,27.6680666,85.3217716
2022-03-25 11:22:42,27.6677833,85.3220099
2022-03-25 11:22:55,27.66772,85.3220266
2022-03-25 11:23:10,27.6672533,85.32239
2022-03-25 11:23:15,27.6671766,85.3224883
2022-03-25 11:23:35,27.6671433,85.3226233
2022-03-25 11:23:55,27.6671433,85.3226233
2022-03-25 11:24:15,27.6671433,85.3226233
2022-03-25 11:24:35,27.6671216,85.3226583
2022-03-25 11:24:46,27.6670133,85.3228466
2022-03-25 11:24:48,27.666955,85.3228233
2022-03-25 11:24:53,27.6669216,85.3227433
2022-03-25 11:24:55,27.6669283,85.3226883
2022-03-25 11:25:01,27.6670266,85.3225183
2022-03-25 11:25:07,27.667195,85.3223516
2022-03-25 11:25:14,27.6675966,85.3220916
2022-03-25 11:25:19,27.667865,85.3218666
2022-03-25 11:25:22,27.6679166,85.3218216
2022-03-25 11:25:42,27.6679266,85.32181
2022-03-25 11:26:02,27.6679266,85.32181
2022-03-25 11:26:22,27.6679266,85.32181
2022-03-25 11:26:42,27.6679266,85.32181
2022-03-25 11:27:02,27.6679266,85.32181
2022-03-25 11:27:22,27.6679266,85.32181
2022-03-25 11:27:42,27.6679266,85.32181
2022-03-25 11:28:02,27.6679266,85.32181
2022-03-25 11:28:22,27.6679266,85.32181
2022-03-25 11:28:33,27.6679266,85.32181
2022-03-25 11:33:33,27.6679266,85.32181
2022-03-25 11:38:33,27.6679266,85.32181
2022-03-25 11:43:33,27.6679266,85.32181
2022-03-25 11:48:33,27.6679266,85.32181
2022-03-25 11:53:33,27.6679266,85.32181
2022-03-25 11:55:52,27.6707383,85.3204583
2022-03-25 11:55:53,27.670755,85.3204283
2022-03-25 11:56:07,27.6709983,85.3199783
2022-03-25 11:56:14,27.6710283,85.31992
2022-03-25 11:56:19,27.6710716,85.3198083
2022-03-25 11:56:25,27.6711166,85.31965
2022-03-25 11:56:28,27.6711683,85.319565
2022-03-25 11:56:32,27.67122,85.3194483
2022-03-25 11:56:36,27.6712283,85.3193733
2022-03-25 11:56:49,27.6713166,85.31903
2022-03-25 11:57:09,27.6716766,85.3184533
2022-03-25 11:57:29,27.6718733,85.317935
2022-03-25 11:57:38,27.6719483,85.3176866
2022-03-25 11:57:57,27.6720499,85.3169283
2022-03-25 11:58:00,27.6720366,85.3168716
2022-03-25 11:58:19,27.67207,85.3167233
2022-03-25 11:58:29,27.6721166,85.316355
2022-03-25 11:58:34,27.6721083,85.316225
2022-03-25 11:58:43,27.6721583,85.3158566
2022-03-25 11:59:03,27.67234,85.3148799
2022-03-25 11:59:08,27.6723716,85.3148233
2022-03-25 11:59:12,27.672445,85.31468
2022-03-25 11:59:22,27.6725883,85.3141983
2022-03-25 11:59:42,27.6726166,85.3141649
2022-03-25 12:00:02,27.6726166,85.3141649
2022-03-25 12:00:22,27.6726166,85.3141649
2022-03-25 12:00:42,27.6726166,85.3141649
2022-03-25 12:01:02,27.6727133,85.3141666
2022-03-25 12:01:22,27.6727366,85.3141083
2022-03-25 12:01:30,27.6727249,85.3139416
2022-03-25 12:01:46,27.67286,85.313425
2022-03-25 12:01:49,27.6729316,85.3133766
2022-03-25 12:01:52,27.6730049,85.3133783
2022-03-25 12:01:55,27.6730916,85.31342
2022-03-25 12:01:58,27.6731633,85.3135016
2022-03-25 12:02:03,27.6732299,85.3136866
2022-03-25 12:02:13,27.6733216,85.3139166
2022-03-25 12:02:29,27.6734266,85.3140933
2022-03-25 12:02:38,27.6736883,85.3141949
2022-03-25 12:02:58,27.6742566,85.3143866
2022-03-25 12:03:09,27.6744983,85.3145
2022-03-25 12:03:24,27.6748966,85.3148816
2022-03-25 12:03:41,27.6755733,85.3155766
2022-03-25 12:03:59,27.6759566,85.3156916
2022-03-25 12:04:03,27.676045,85.3157016
2022-03-25 12:04:23,27.6760516,85.31571
2022-03-25 12:04:43,27.6761266,85.3157716
2022-03-25 12:05:03,27.6762283,85.3158266
2022-03-25 12:05:17,27.6765116,85.3159283
2022-03-25 12:05:27,27.67679,85.3160616
2022-03-25 12:05:32,27.676935,85.3161066
2022-03-25 12:05:52,27.6769416,85.3161199
2022-03-25 12:05:59,27.6770216,85.3161566
2022-03-25 12:06:02,27.67719,85.3162216
2022-03-25 12:06:06,27.6775083,85.3162533
2022-03-25 12:06:12,27.67793,85.316225
2022-03-25 12:06:21,27.6783416,85.3163683
2022-03-25 12:06:39,27.6787883,85.3165399
2022-03-25 12:06:45,27.6789716,85.3166083
2022-03-25 12:06:54,27.6791816,85.316705
2022-03-25 12:07:12,27.6800566,85.3170799
