Data Actual Time,Latitude,Longitude
2022-03-24 11:51:59,27.6815416,85.3176683
2022-03-24 11:52:19,27.68222,85.3179749
2022-03-24 11:52:29,27.6827583,85.31841
2022-03-24 11:52:31,27.6828233,85.3184716
2022-03-24 11:52:33,27.6828533,85.3184866
2022-03-24 11:52:39,27.6829116,85.3185316
2022-03-24 11:52:45,27.6831633,85.31865
2022-03-24 11:52:50,27.6835166,85.3187133
2022-03-24 11:52:53,27.683835,85.3186833
2022-03-24 11:53:01,27.684805,85.3185066
2022-03-24 11:53:06,27.685265,85.31821
2022-03-24 11:53:20,27.6860899,85.317665
2022-03-24 11:53:28,27.6865483,85.3173916
2022-03-24 11:53:30,27.6865866,85.3173666
2022-03-24 11:53:47,27.6868499,85.3171683
2022-03-24 11:54:04,27.687625,85.31659
2022-03-24 11:54:14,27.6880316,85.3162166
2022-03-24 11:54:17,27.6880716,85.3161816
2022-03-24 11:54:37,27.6881083,85.3161799
2022-03-24 11:54:41,27.6882166,85.316135
2022-03-24 11:54:49,27.6885866,85.3160866
2022-03-24 11:54:53,27.6888133,85.3161816
2022-03-24 11:55:05,27.6895966,85.3168466
2022-03-24 11:55:14,27.6901249,85.3172933
2022-03-24 11:55:20,27.6904466,85.3175183
2022-03-24 11:55:22,27.69058,85.3175316
2022-03-24 11:55:25,27.6906983,85.3174483
2022-03-24 11:55:27,27.6907783,85.31731
2022-03-24 11:55:42,27.691395,85.3165116
2022-03-24 11:55:55,27.6921466,85.3158699
2022-03-24 11:55:57,27.692195,85.3158266
2022-03-24 11:56:17,27.6922033,85.3158133
2022-03-24 11:56:37,27.6922033,85.3158133
2022-03-24 11:56:57,27.6922133,85.3156683
2022-03-24 11:57:10,27.6923283,85.3154716
2022-03-24 11:57:15,27.6925233,85.3152816
2022-03-24 11:57:31,27.69325,85.3145749
2022-03-24 11:57:33,27.693345,85.3144899
2022-03-24 11:57:41,27.6936,85.3142583
2022-03-24 11:57:56,27.6937866,85.3139549
2022-03-24 11:57:58,27.6938233,85.3139466
2022-03-24 11:58:18,27.694105,85.314025
2022-03-24 11:58:38,27.6943066,85.3140483
2022-03-24 11:58:47,27.6945433,85.314055
2022-03-24 11:58:55,27.6948849,85.3140149
2022-03-24 11:59:05,27.6954416,85.31389
2022-03-24 11:59:19,27.696075,85.3137783
2022-03-24 11:59:32,27.6970016,85.3136799
2022-03-24 11:59:40,27.697485,85.3135266
2022-03-24 12:00:00,27.69814,85.3133316
2022-03-24 12:00:20,27.698885,85.3133499
2022-03-24 12:00:40,27.6996416,85.313385
2022-03-24 12:00:45,27.6997099,85.3133749
2022-03-24 12:01:05,27.6997166,85.3133799
2022-03-24 12:01:10,27.6997683,85.3133366
2022-03-24 12:01:30,27.7006966,85.3134599
2022-03-24 12:01:35,27.70088,85.3134716
2022-03-24 12:01:55,27.700915,85.3134816
2022-03-24 12:02:15,27.7010166,85.3135116
2022-03-24 12:02:35,27.7010233,85.3135116
2022-03-24 12:02:53,27.7011983,85.3135566
2022-03-24 12:02:59,27.7014416,85.3135549
2022-03-24 12:02:59,27.7014416,85.3135549
2022-03-24 12:03:04,27.7017816,85.3135649
2022-03-24 12:03:15,27.7027366,85.3136483
2022-03-24 12:03:24,27.7034533,85.31367
2022-03-24 12:03:31,27.7038216,85.313665
2022-03-24 12:03:40,27.7041816,85.3136883
2022-03-24 12:03:52,27.7051116,85.3139133
2022-03-24 12:04:00,27.7056716,85.3140866
2022-03-24 12:04:15,27.7065683,85.314185
2022-03-24 12:04:34,27.7075083,85.3142866
2022-03-24 12:04:39,27.70786,85.3143049
2022-03-24 12:04:47,27.7084616,85.3143383
2022-03-24 12:04:51,27.7086199,85.3143833
2022-03-24 12:04:56,27.7088816,85.3145249
2022-03-24 12:05:08,27.7098083,85.3147216
2022-03-24 12:05:11,27.709995,85.31475
2022-03-24 12:05:14,27.7100683,85.3147583
2022-03-24 12:05:34,27.7101133,85.3147533
2022-03-24 12:05:54,27.7101133,85.3147533
2022-03-24 12:06:14,27.7101133,85.3147533
2022-03-24 12:06:27,27.7102999,85.314745
2022-03-24 12:06:43,27.7107416,85.31484
2022-03-24 12:07:02,27.7116716,85.3149916
2022-03-24 12:07:11,27.7121066,85.31505
2022-03-24 12:07:19,27.7122883,85.3150783
2022-03-24 12:07:39,27.7123766,85.3150983
2022-03-24 12:07:59,27.7128866,85.3151883
2022-03-24 12:08:18,27.7134116,85.31529
2022-03-24 12:08:24,27.7135,85.3152916
2022-03-24 12:08:41,27.71412,85.3154516
2022-03-24 12:09:01,27.7143516,85.3155033
2022-03-24 12:09:21,27.7143716,85.3155083
2022-03-24 12:09:41,27.7143716,85.3155083
2022-03-24 12:09:51,27.7144566,85.3154716
2022-03-24 12:10:11,27.7144683,85.31546
2022-03-24 12:10:31,27.7144683,85.31546
2022-03-24 12:10:51,27.7144683,85.31546
2022-03-24 12:11:04,27.7145116,85.3155
2022-03-24 12:11:24,27.71511,85.3156233
2022-03-24 12:11:41,27.7160616,85.3157899
2022-03-24 12:11:50,27.7166416,85.3159283
2022-03-24 12:12:06,27.7170999,85.316065
2022-03-24 12:12:25,27.7178183,85.3167483
2022-03-24 12:12:43,27.71835,85.3171933
2022-03-24 12:13:03,27.7184266,85.3172933
2022-03-24 12:13:23,27.7185333,85.3174016
2022-03-24 12:13:30,27.7185883,85.317455
2022-03-24 12:13:30,27.7185883,85.317455
2022-03-24 12:13:38,27.7187816,85.3176233
2022-03-24 12:13:38,27.7187816,85.3176233
