Data Actual Time,Latitude,Longitude
2022-03-25 06:24:51,27.679625,85.317835
2022-03-25 06:29:51,27.679625,85.317835
2022-03-25 07:18:42,27.67443,85.3165299
2022-03-25 07:23:42,27.67443,85.3165299
2022-03-25 07:23:42,27.67443,85.3165299
2022-03-25 07:28:42,27.67443,85.3165299
2022-03-25 07:28:42,27.67443,85.3165299
2022-03-25 07:33:42,27.67443,85.3165299
2022-03-25 07:33:42,27.67443,85.3165299
2022-03-25 07:38:42,27.67443,85.3165299
2022-03-25 07:38:42,27.67443,85.3165299
2022-03-25 07:43:42,27.67443,85.3165299
2022-03-25 07:43:42,27.67443,85.3165299
2022-03-25 07:48:42,27.67443,85.3165299
2022-03-25 07:48:42,27.67443,85.3165299
2022-03-25 07:53:42,27.67443,85.3165299
2022-03-25 07:53:42,27.67443,85.3165299
2022-03-25 07:58:42,27.67443,85.3165299
2022-03-25 07:58:42,27.67443,85.3165299
2022-03-25 08:03:42,27.67443,85.3165299
2022-03-25 08:03:42,27.67443,85.3165299
2022-03-25 08:08:42,27.67443,85.3165299
2022-03-25 08:13:42,27.67443,85.3165299
2022-03-25 08:18:42,27.67443,85.3165299
2022-03-25 08:21:23,27.67443,85.3165299
2022-03-25 08:21:24,27.6783316,85.316455
2022-03-25 08:21:32,27.67762,85.3162916
2022-03-25 08:21:35,27.6774966,85.3162883
2022-03-25 08:21:37,27.6774933,85.3162766
2022-03-25 08:21:50,27.67738,85.3162983
2022-03-25 08:22:00,27.6769466,85.3162299
2022-03-25 08:22:08,27.676395,85.3159649
2022-03-25 08:22:14,27.67585,85.3157833
2022-03-25 08:22:16,27.6758116,85.315745
2022-03-25 08:22:23,27.6756633,85.3156733
2022-03-25 08:22:29,27.6753066,85.3154533
2022-03-25 08:22:33,27.675055,85.3151516
2022-03-25 08:22:42,27.6743416,85.3144866
2022-03-25 08:22:47,27.6737816,85.3143
2022-03-25 08:22:55,27.6730216,85.3139483
2022-03-25 08:22:57,27.6729166,85.3139
2022-03-25 08:23:01,27.6726866,85.3138766
2022-03-25 08:23:03,27.67261,85.3139316
2022-03-25 08:23:05,27.6725533,85.3140333
2022-03-25 08:23:11,27.6724,85.3145216
2022-03-25 08:23:17,27.6722683,85.3152516
2022-03-25 08:23:24,27.6720683,85.3162649
2022-03-25 08:23:27,27.672025,85.3166633
2022-03-25 08:23:30,27.671995,85.3169433
2022-03-25 08:23:43,27.671765,85.3179583
2022-03-25 08:23:46,27.6717049,85.3182133
2022-03-25 08:24:02,27.6713433,85.3191616
2022-03-25 08:24:11,27.67094,85.3199183
2022-03-25 08:24:21,27.6704416,85.3208633
2022-03-25 08:24:27,27.6701466,85.3213516
2022-03-25 08:24:34,27.669965,85.3217416
2022-03-25 08:24:39,27.66994,85.3218466
2022-03-25 08:24:43,27.669855,85.3219516
2022-03-25 08:24:45,27.6698016,85.3219799
2022-03-25 08:24:54,27.6694833,85.3220866
2022-03-25 08:24:58,27.6693466,85.322075
2022-03-25 08:25:18,27.6686516,85.3218433
2022-03-25 08:25:32,27.6681966,85.3217349
2022-03-25 08:25:39,27.66801,85.3217949
2022-03-25 08:25:59,27.6674683,85.3221683
2022-03-25 08:26:11,27.667175,85.3224483
2022-03-25 08:26:24,27.6669916,85.3228
2022-03-25 08:26:26,27.6669583,85.3228183
2022-03-25 08:26:28,27.6669183,85.3228133
2022-03-25 08:26:29,27.6669,85.3228033
2022-03-25 08:26:42,27.666875,85.32265
2022-03-25 08:26:46,27.6669316,85.3225516
2022-03-25 08:27:06,27.667405,85.3221566
2022-03-25 08:27:18,27.6677383,85.32191
2022-03-25 08:27:38,27.6677416,85.3219066
2022-03-25 08:27:58,27.6677416,85.3219066
2022-03-25 08:28:18,27.6677416,85.3219066
2022-03-25 08:28:38,27.6677416,85.3219066
2022-03-25 08:28:58,27.6677416,85.3219066
2022-03-25 08:29:18,27.6677416,85.3219066
2022-03-25 08:29:38,27.6677416,85.3219066
2022-03-25 08:29:58,27.6677416,85.3219066
2022-03-25 08:30:18,27.6677416,85.3219066
2022-03-25 08:30:23,27.6677416,85.3219066
2022-03-25 08:35:23,27.6677416,85.3219066
2022-03-25 08:40:23,27.6677416,85.3219066
2022-03-25 08:45:23,27.6677416,85.3219066
2022-03-25 08:50:23,27.6677416,85.3219066
2022-03-25 08:55:23,27.6677416,85.3219066
2022-03-25 08:58:36,27.6677416,85.3219066
2022-03-25 08:58:37,27.6702866,85.3210333
2022-03-25 08:58:38,27.6702983,85.3210033
2022-03-25 08:58:58,27.6705583,85.320405
2022-03-25 08:59:05,27.670655,85.3202416
2022-03-25 08:59:25,27.6709483,85.3195866
2022-03-25 08:59:45,27.67139,85.31883
2022-03-25 09:00:05,27.67168,85.3180466
2022-03-25 09:00:25,27.6719116,85.3171333
2022-03-25 09:00:32,27.6720033,85.3168583
2022-03-25 09:00:38,27.672015,85.3168116
2022-03-25 09:00:47,27.672055,85.31652
2022-03-25 09:01:07,27.6721766,85.3157616
2022-03-25 09:01:20,27.6723033,85.31504
2022-03-25 09:01:30,27.6724816,85.314245
2022-03-25 09:01:36,27.6724733,85.3141733
2022-03-25 09:01:56,27.6724233,85.3141633
2022-03-25 09:02:16,27.6724233,85.3141633
2022-03-25 09:02:36,27.6724233,85.3141633
2022-03-25 09:02:56,27.6724233,85.3141633
2022-03-25 09:03:16,27.6724233,85.3141633
2022-03-25 09:03:36,27.6724233,85.3141633
2022-03-25 09:03:56,27.6724233,85.3141633
2022-03-25 09:04:14,27.67252,85.3141316
2022-03-25 09:04:34,27.6726616,85.3136749
2022-03-25 09:04:45,27.67274,85.3134583
2022-03-25 09:04:48,27.672815,85.3134033
2022-03-25 09:04:50,27.6728833,85.3133983
2022-03-25 09:04:55,27.6730733,85.3134416
2022-03-25 09:04:59,27.6731666,85.3135183
2022-03-25 09:05:04,27.6731916,85.31361
2022-03-25 09:05:24,27.6731866,85.3137333
2022-03-25 09:05:44,27.6732083,85.3138666
2022-03-25 09:05:50,27.6732716,85.3139333
2022-03-25 09:06:00,27.673515,85.3141116
2022-03-25 09:06:08,27.6739016,85.3142799
2022-03-25 09:06:16,27.6744266,85.3144566
2022-03-25 09:06:24,27.6745899,85.314545
2022-03-25 09:06:36,27.6749966,85.31493
2022-03-25 09:06:51,27.6755883,85.3155683
2022-03-25 09:06:57,27.6756866,85.31561
2022-03-25 09:07:09,27.67601,85.315715
2022-03-25 09:07:29,27.6760083,85.3157416
2022-03-25 09:07:41,27.6761316,85.3157483
2022-03-25 09:08:01,27.67617,85.315755
2022-03-25 09:08:21,27.67617,85.315755
2022-03-25 09:08:41,27.6763633,85.3158533
2022-03-25 09:09:01,27.67669,85.316005
2022-03-25 09:09:21,27.67669,85.316005
2022-03-25 09:09:32,27.6767483,85.3160283
2022-03-25 09:09:36,27.6769016,85.3160899
2022-03-25 09:09:43,27.67734,85.316215
2022-03-25 09:09:54,27.6779266,85.3162416
2022-03-25 09:10:03,27.6782666,85.3163233
2022-03-25 09:10:14,27.67842,85.3163766
2022-03-25 09:10:26,27.6790533,85.31661
2022-03-25 09:10:39,27.6799333,85.3169783
